6461|33561|209
7473|4845|17408
852|22457|577
8359|43148|8359
3320|9002|51764
13237|8879|3320
9505|9924|3491
3491|8359|50340
3491|174|45474
3320|7473|1299
3356|3320|209781
8359|31059|31225
37468|36917|17400
20485|197535|31133
9304|45499|135607
15290|19551|577
3320|9002|7979
9002|9049|1299
20764|60299|44158
2828|19855|3356
4637|18187|174
174|57344|29582
52320|262186|20940
45896|24085|45543
174|2828|13767
3356|55644|3491
8966|36866|37662
6762|5511|9304
7473|7552|4637
6461|5769|174
4637|18187|3491
4637|38442|7473
7473|45430|3491
41313|6821|12713
7473|4761|6453
6461|7473|3491
4637|4775|1299
2828|36498|7922
3320|203329|1299
3356|46573|3491
3356|9002|137557
7843|10796|16399
3356|40498|209
22356|262355|263599
8657|29614|1273
2603|21320|9199
3356|15133|5511
33287|26881|7029
6461|8966|39273
57344|60168|31287
7473|4761|3491
2914|4040|4766
3356|30844|37183
3255|6849|174
6461|37100|37662
7473|7552|3491
3356|174|34927
2914|30844|37183
16851|13765|209
4637|38442|6939
174|5511|9304
7473|7552|38623
8359|25086|8359
6461|7473|134078
8359|29076|12389
3320|7473|38442
6461|58453|9927
9002|59796|212573
701|5639|23520
5511|29535|197588
701|10396|23520
7473|3758|3491
6453|48237|47794
174|5511|57344
37100|33765|3491
3356|20940|6762
5391|43061|174
3356|7473|6461
49666|25184|44889
9304|38553|4775
37662|36866|8966
3356|3910|209
6461|4637|137831
6461|20485|34139
7473|45903|15412
3491|58453|9927
9680|3462|54994
3356|17072|3491
13237|3573|8220
3356|4637|31712
1299|42|715
6461|58453|15399
3356|7713|6453
7473|132829|3491
4637|7552|1299
3320|9002|43332
3356|6224|209
4809|30844|37183
6461|5769|1299
44530|51269|3257
8167|61745|61678
3356|20940|1273
6453|13194|174
3356|7713|174
41689|43754|44285
2914|17676|1239
6453|4007|45845
6762|7473|136106
4651|45558|23764
4637|38442|4648
6461|8359|3356
6774|30999|4788
21320|137|174
12713|42313|6762
6461|9002|31287
32098|28546|3549
7843|11426|81
6461|9002|8866
31500|43966|9002
6461|58453|30990
3356|3257|3320
9002|50020|44901
31133|42526|3216
2828|36498|2914
3356|6830|6461
5391|9119|6939
3209|16024|12329
29076|196691|50509
6461|16399|2828
59605|43766|6762
5391|43061|3356
43727|13178|12389
33287|26881|46887
8359|30855|3216
3320|9002|4761
3356|3491|57344
5511|34006|3257
60725|12491|3491
36994|29614|8657
31500|43966|31133
3320|9002|196657
8359|29076|48293
42861|35140|20764
6461|20485|204323
2828|7473|136106
9002|49641|20764
577|19551|3356
8966|35753|6453
3908|7991|3561
7016|26881|7029
36994|29614|1273
15412|9304|207676
6461|9002|12615
3320|12329|15763
6453|29119|201942
3320|24961|35657
8359|29076|42149
6774|16058|6713
23944|17970|55821
29076|44927|8641
6762|30844|37183
4651|136975|132876
3356|8167|266356
52320|6306|3549
57344|29687|1299
3356|58453|267056
4637|4775|174
6762|3320|13058
1273|29614|8657
12189|20454|393985
4637|1221|38561
3356|3257|5511
4637|7552|3491
60299|35168|60757
6461|7473|19551
3356|3257|174
3320|15456|1299
3356|6648|1273
4637|58460|60725
3356|52940|28329
15598|35003|12657
3320|9002|3326
2914|1299|34927
3356|3257|3491
262206|27742|7137
