8220|6461|4637
174|327814|37271
58655|23923|133439
3491|4761|9002
3356|1239|9119
35526|43267|20764
3356|8359|48365
38757|3491|4635
29614|8657|174
14259|3549|52246
9304|17639|21433
3491|17639|21433
34867|174|3356
577|3356|852
3910|721|27065
37282|174|3356
812|21723|6327
4637|137831|131435
42|715|54390
21217|20932|3356
1239|174|6327
4637|4657|18106
2914|45896|38248
6939|37662|25163
4230|701|2906
45903|3356|2914
7991|3561|22283
6453|174|36920
3491|9924|24165
4323|3356|14554
21277|207701|208293
3356|5511|37492
43061|3356|1239
6762|174|48237
4761|38757|56237
174|3326|31148
4651|42708|30893
20485|47193|60931
5603|6762|1299
45177|10131|60725
30893|13214|132861
137831|4657|1239
31133|174|3356
174|132876|136255
37613|328983|37012
7219|3356|174
45899|131418|63733
28598|4230|701
11172|3549|11172
52468|18747|10778
61568|26615|6762
6453|9930|23659
26881|7029|6461
8966|174|5511
6762|1299|9146
5511|174|25818
20485|49107|57947
18106|134809|133164
174|3356|9002
200845|174|200845
17828|55792|134151
51582|31287|3491
44927|8641|20764
3356|9002|33951
174|3356|31042
2914|3491|45896
8359|7473|4657
6762|174|3216
3356|3255|41285
17222|4230|16735
39046|9002|3356
3356|852|395075
3491|9924|38841
23678|4788|2914
1239|174|135607
31287|174|3491
174|12389|8369
2914|4775|17639
20764|174|31133
4637|6461|2914
8359|3356|174
3491|20485|47193
25543|6713|174
7474|45349|4638
45349|4638|135647
5603|9002|1299
7219|1299|174
3491|9498|58655
174|60299|35168
3491|31287|51582
45903|3491|136907
58463|3491|4761
6648|2516|3491
132602|58655|23923
6306|3549|27872
174|6713|25543
18187|3491|6453
58453|1299|15412
9002|33951|51986
3491|24088|38247
34867|174|44600
1299|3356|3223
7473|3491|9498
1273|55410|18207
3356|2914|8966
4637|4775|21433
8657|174|327814
55821|1299|174
3257|2914|4648
6453|9498|327708
42708|30893|13214
8657|174|37613
3491|45899|63754
26615|6762|6461
6461|52320|53087
174|36149|60725
1299|8881|31371
9241|6939|6461
208293|42705|203459
701|2906|40027
3356|174|52320
6461|2914|4775
56669|12389|1273
3356|2914|45896
5639|23520|3491
38731|45903|1299
3491|9924|24164
28007|8048|52320
3549|3356|174
174|3356|852
6461|1299|38623
209|3561|46160
60725|7474|7473
2914|174|36236
3356|1299|852
9583|58678|9498
327708|36873|327729
9927|135345|137406
327708|36873|327895
59378|58453|3491
36866|8966|174
8492|31133|174
38442|4648|9241
3257|63351|11947
4761|3491|54994
9299|1239|2914
6762|6453|49666
174|3356|20764
7922|3491|27822
6453|5511|327708
8220|3320|62460
6453|5511|37233
395853|27257|174
3462|54994|3491
12880|42337|62229
1299|25291|3255
39775|3216|1273
12389|35598|49320
44974|28876|3320
12418|8595|20764
6762|3255|25143
58460|60725|7474
27257|174|1299
1820|199995|48229
6453|37282|328212
9002|44628|28917
174|3356|37468
38082|38235|135375
32806|701|174
48940|31133|174
174|29091|37490
174|31133|24638
6453|5511|49666
42926|34984|6453
6327|3356|1299
174|7713|58475
2914|6453|9930
37282|6453|5511
15412|135607|56099
174|7713|38142
20866|3216|3356
25447|174|57794
3356|8220|42989
5416|8781|7473
3910|209|3561
3491|4637|137831
48237|35819|202105
48940|31133|3356
4657|18106|134809
174|19752|53877
134783|9299|1239
20485|6453|174
28007|263703|3549
2516|3491|9299
52320|6461|6762
28917|3257|3356
4637|45177|10131
21559|3257|3491
18187|3491|58453
174|3356|8220
37282|3356|174
3573|8220|6461
812|21723|577
35401|12389|6762
701|6461|13767
3491|58453|38082
1239|174|36149
37204|5511|174
174|10835|32798
48293|35598|3216
28598|61832|52568
4637|137831|4657
1239|6939|15102
43061|174|3356
174|3320|197491
9498|327708|36873
4657|1239|174
8359|3356|6453
1273|174|12389
2914|15412|17639
174|6327|15102
6453|174|19752
174|37613|328983
28840|31133|174
3356|2914|396998
48223|35526|43267
55329|9304|7552
3326|35004|212463
1273|174|9658
3216|3356|3491
17676|1239|24304
33765|37619|37228
3257|174|31287
209|3561|40685
174|44600|44119
9050|3356|174
4761|3491|174
36994|3356|6453
58453|38082|38235
33659|32806|701
6453|174|6713
3356|12389|13105
15412|135607|136515
43267|20764|174
3356|37468|36923
174|2914|198949
34984|6453|174
1299|44356|37076
13030|395853|27257
5511|28007|263703
3257|3356|3255
174|3356|12389
3491|132602|58655
6461|1299|3225
174|3356|20485
1273|3356|202917
3356|6453|25543
3356|174|3303
577|1239|6939
135300|45558|4651
21723|6327|3356
3758|9255|134407
1299|174|22652
3491|3758|9255
327708|36873|327986
174|135607|45499
9304|1239|2914
7552|3491|38623
9498|6461|6453
3356|3491|12491
6461|174|32113
49320|8641|20764
25133|6939|1299
3491|58453|45899
23764|37468|37230
702|202917|1273
20485|208087|12389
9304|7552|38731
54994|3491|2914
34984|6762|6453
9304|4637|6461
7473|4657|4761
9002|1299|9146
5511|28007|6306
7552|1273|174
6762|6939|47394
3356|3549|26994
33561|209|18874
3491|3356|12083
43148|8359|1299
6461|3356|3549
174|5511|30844
28546|11172|3549
701|174|27822
196695|9002|3356
1239|174|55329
9927|9304|1239
13767|26994|27375
393340|3356|2914
8966|174|3491
29614|1273|174
38731|45903|15412
6939|47394|196838
6461|4637|4775
174|48237|35819
3356|20485|198918
174|3356|29357
28145|263774|61449
38082|23900|17804
13767|6461|3356
8657|174|16637
33287|32806|701
43267|8492|3216
12389|8641|56888
21107|5603|9002
174|31287|35621
6713|174|3491
3356|44600|44119
174|3491|33765
45903|15412|2914
8359|1299|9498
52320|7738|52965
174|1299|44356
5769|174|3356
7991|3561|14762
36866|8966|3257
6713|6762|3491
40498|209|3912
6939|1299|174
61599|28145|263774
174|132167|134739
7922|174|20473
6453|25543|37205
3356|209|721
9931|4651|42708
263774|61449|61465
29974|812|6453
42705|203459|206893
1299|174|9658
16399|2828|63413
42313|6762|6939
32806|7922|3491
4761|9002|38757
4637|6461|174
174|36920|37377
3356|3491|17639
44628|28917|3257
37282|3356|6453
174|16637|36974
212463|35297|6939
208087|12389|3491
35657|174|3356
6461|6453|4755
6762|33765|37619
43148|8359|3356
202917|1273|3356
6762|37613|328983
11367|21559|3257
5617|38987|200609
3491|20485|34879
11562|3549|27862
42526|3216|3356
7473|6461|1299
7473|6461|58453
38731|45903|1239
37282|174|2914
4775|17639|135345
62081|3356|9002
31133|48166|197460
8220|39702|8881
328983|37012|327853
3491|174|36149
8359|3356|5511
53087|262740|265426
8492|3216|1299
24961|35657|174
7552|3491|4637
3216|3356|8359
8359|3356|13904
18187|6939|1299
3356|174|31133
7991|3561|55013
174|9658|18190
174|327708|36873
174|2914|8966
3356|6453|37282
9199|35346|8926
203157|62081|3356
3356|6453|16509
8966|23764|37468
12329|15763|3356
5511|9304|24088
174|12389|8641
28007|6306|3549
174|327814|37087
4775|1273|174
3320|1299|20686
207701|208293|42705
174|12389|12668
9299|1239|174
4779|135607|3356
137831|131435|131418
2914|396998|18779
7552|3491|58453
4761|3491|19551
58453|45899|63754
7552|3491|6461
3491|20485|60833
3491|3257|63351
174|1299|9498
3356|31042|3212
209|3561|6989
36498|7922|174
38442|58453|4648
3356|6453|9498
20764|3356|3491
58453|3491|9498
2914|15412|135607
7473|1299|54994
15763|3356|174
209|3561|36271
9002|28840|31133
37271|328983|37012
46887|6461|174
25694|6461|3356
3356|3491|8641
1299|6939|3255
135409|134783|9299
21320|9199|35346
3491|23520|62627
52320|53087|262740
174|3326|44664
201250|20866|3216
9002|49458|20485
3491|31287|35621
60725|3549|3356
3257|3356|9002
174|33765|37619
1299|174|36820
6939|1299|15412
21527|6461|174
3491|58453|9927
24785|1299|8881
7473|3491|134963
25291|3255|57519
1299|174|9498
31500|6768|44628
3356|174|12389
6453|174|16284
3356|174|10835
3356|174|327708
33765|37619|36934
4788|2914|6453
1299|6939|53988
38731|45903|3356
38235|135375|137952
58453|4648|9241
1299|133385|133524
1299|6939|58682
209|3561|14870
54994|3491|1299
1299|9498|327708
29357|5416|8781
45558|4651|4637
10778|14259|3549
12491|3491|2914
52568|61568|26615
174|3216|56939
6762|264628|21980
3491|3356|3549
3491|1299|54994
30844|37447|37638
174|1299|6939
3356|6762|44356
3356|3491|20485
3255|41285|47664
8359|3356|3910
7029|6461|174
8879|3320|57837
3491|2914|30844
10131|60725|3549
263703|3549|264837
5511|327708|36873
8220|3356|3491
6453|49666|12880
4648|132528|45355
37468|36923|37687
1273|174|37613
7029|6461|63456
4134|3491|9924
7473|7474|45349
1239|3356|135607
3356|9002|57031
43148|8359|7473
6453|61599|28145
58453|9927|9299
174|3356|44600
